AFG,LUR,Afghanistan,,,,,,,,,,,,,,,,,
KWT,LUR,Kuwait,1.305,1.221,1.42,1.349,1.37,1.701,1.671,1.639,2.072,2.078,1.986,1.902,1.722,1.322,1.248,1.28,1.087
KGZ,LUR,Kyrgyz Republic,12.55,9.903,8.53,8.117,8.267,8.153,8.219,8.417,8.644,8.53,8.427,8.332,8.046,7.554,7.211,6.891,6.605
LAO,LUR,Lao P.D.R.,,,,,,,,,,,,,,,,,
LVA,LUR,Latvia,12.492,11.642,11.75,10.05,7.042,6.058,7.742,17.567,19.475,16.208,15.048,11.868,10.847,9.875,9.642,8.715,7.415
LBN,LUR,Lebanon,,,,,,,,,,,,,,,,,
LSO,LUR,Lesotho,,,,,,,,,,,,,,,,,
LBR,LUR,Liberia,,,,,,,,,,,,,,,,,
LBY,LUR,Libya,,,,,,,,,,,,,,,,,
LTU,LUR,Lithuania,13.737,12.441,10.884,8.324,5.778,4.248,5.827,13.787,17.814,15.39,13.366,11.77,10.699,9.119,7.861,7.073,6.146
LUX,LUR,Luxembourg,2.5,3.308,3.692,4.083,4.233,4.183,4.142,5.45,5.808,5.65,6.088,6.817,7.07,6.626,6.243,5.833,5.093
MAC,LUR,Macao SAR,6.275,6.05,4.875,4.15,3.775,3.05,3.025,3.55,2.825,2.575,2,1.85,1.7,1.825,1.9,1.975,1.8
MDG,LUR,Madagascar,,,,,,,,,,,,,,,,,
MWI,LUR,Malawi,,,,,,,,,,,,,,,,,
MYS,LUR,Malaysia,3.475,3.6,3.55,3.55,3.325,3.225,3.325,3.675,3.3,3.05,3.025,3.1,2.875,3.15,3.45,3.425,3.325
MDV,LUR,Maldives,,,,,,,,,,,,,,,,,
MLI,LUR,Mali,,,,,,,,,,,,,,,,,
MLT,LUR,Malta,7.025,7.567,7.217,6.942,6.817,6.467,5.975,6.883,6.842,6.392,6.2,6.108,5.733,5.392,4.7,4,3.658
MHL,LUR,Marshall Islands,,,,,,,,,,,,,,,,,
MRT,LUR,Mauritania,,,,,,,,,,,,,,,,,
MUS,LUR,Mauritius,7.2,7.698,8.395,9.567,9.081,8.522,7.222,7.328,7.8,7.9,8.1,8,7.8,7.9,7.3,7.1,6.9
MEX,LUR,Mexico,2.978,3.4,3.919,3.478,3.528,3.61,3.887,5.328,5.273,5.172,4.891,4.903,4.823,4.351,3.884,3.423,3.336
FSM,LUR,Micronesia,,,,,,,,,,,,,,,,,
MDA,LUR,Moldova,6.8,7.9,8.1,7.3,7.4,5.1,4,6.4,7.4,6.7,5.6,5.1,3.9,5.025,4.225,4.125,3.05
MNG,LUR,Mongolia,,,,,,11.3,9.2,11.6,9.9,7.7,8.2,7.9,7.9,7.5,10,8.8,7.8
MNE,LUR,Montenegro,,,,,,,,,,,,,,,,,
MAR,LUR,Morocco,11.334,11.432,10.796,11.058,9.672,9.795,9.568,9.095,9.063,8.912,8.988,9.235,9.879,9.707,9.9,10.2,9.5
MOZ,LUR,Mozambique,,,,,,,,,,,,,,,,,
MMR,LUR,Myanmar,,,,,,,,,,,,,,,,,
NAM,LUR,Namibia,,,,,,,,,,,,,,,,,
NRU,LUR,Nauru,,,,,,,,,,,,,,,,,
NPL,LUR,Nepal,,,,,,,,,,,,,,,,,
NLD,LUR,Netherlands,3.665,4.833,5.665,5.882,5.014,4.161,3.663,4.359,4.995,4.984,5.832,7.257,7.434,6.891,6.024,4.854,3.839
NZL,LUR,New Zealand,5.3,4.75,4.025,3.8,3.875,3.625,4.025,5.9,6.2,6.05,6.45,5.825,5.425,5.425,5.175,4.725,4.3
NIC,LUR,Nicaragua,12.2,6.998,6.537,5.559,5.193,5.935,6.062,8.158,7.829,5.93,5.912,5.746,6.557,5.909,4.481,3.67,5.5
NER,LUR,Niger,,,,,,,,,,,,,,,,,
MKD,LUR,North Macedonia,31.944,36.687,37.15,37.25,36.025,34.925,33.775,32.175,32.05,31.375,31,29,28.025,26.05,23.75,22.375,20.725
NOR,LUR,Norway,3.889,4.494,4.471,4.616,3.444,2.539,2.747,3.266,3.794,3.364,3.294,3.773,3.617,4.531,4.74,4.216,3.854
OMN,LUR,Oman,,,,,,,,,,,,,,,,,
PAK,LUR,Pakistan,8.27,8.27,7.69,7.69,6.2,5.2,5.2,5.46,5.55,5.95,5.95,5.975,6,5.9,5.958,6.018,5.55
PLW,LUR,Palau,,,,,,,,,,,,,,,,,
PAN,LUR,Panama,13.489,13.042,11.749,9.781,8.662,6.372,5.579,6.557,6.516,4.481,4.05,4.098,4.823,5.052,5.494,6.13,5.956
PNG,LUR,Papua New Guinea,,,,,,,,,,,,,,,,,
PRY,LUR,Paraguay,10.8,8.059,7.307,5.831,6.653,5.601,5.728,6.398,5.674,5.621,4.573,5.021,6.038,5.351,5.998,6.086,6.236
PER,LUR,Peru,9.42,9.424,9.436,9.579,8.542,8.419,8.377,8.387,7.88,7.727,6.798,5.945,5.938,6.49,6.742,6.876,6.7
PHL,LUR,Philippines,11.4,11.4,11.825,11.35,7.95,7.325,7.4,7.475,7.325,7.025,6.975,7.075,6.8,6.275,5.475,5.725,5.325
POL,LUR,Poland,19.934,19.643,18.974,17.745,13.843,9.604,7.119,8.169,9.635,9.632,10.088,10.328,8.988,7.499,6.161,4.888,3.846
PRT,LUR,Portugal,4.995,6.264,6.623,7.582,7.647,7.964,7.552,9.432,10.77,12.677,15.526,16.183,13.894,12.444,11.066,8.867,6.994
PRI,LUR,Puerto Rico,12.3,12,10.6,11.3,10.5,11.2,11.8,15.3,16.4,15.9,14.5,14.3,13.9,12,11.8,10.8,9.2
QAT,LUR,Qatar,,,,,,,,,,,,,,,,,
ROU,LUR,Romania,8.288,7.838,8.027,7.153,7.144,6.314,5.544,6.284,6.971,7.146,6.794,7.096,6.802,6.812,5.902,4.927,4.187
RUS,LUR,Russia,8.042,8.233,7.733,7.15,7.05,6.025,6.233,8.242,7.358,6.508,5.45,5.5,5.158,5.575,5.525,5.2,4.8
RWA,LUR,Rwanda,,,,,,,,,,,,,,,,,
WSM,LUR,Samoa,,,,,,,,,,,,,,,,,
SMR,LUR,San Marino,3.921,4.119,3.362,3.56,3.313,3.021,3.114,4.483,4.945,5.469,6.95,8.079,8.739,9.183,8.597,8.095,8.009
STP,LUR,São Tomé and Príncipe,17.63,16.36,16.12,16.47,16.65,15.852,15.712,15.095,14.628,14.127,13.59,13.525,13.472,13.433,13.416,13.472,
SAU,LUR,Saudi Arabia,5.265,5.562,5.822,6.051,6.254,5.645,5.176,5.377,5.548,5.772,5.524,5.568,5.721,5.591,5.6,6,6
SEN,LUR,Senegal,,,,,,,,,,,,,,,,,
SRB,LUR,Serbia,14.47,16,19.53,21.83,21.56,18.8,14.4,16.9,20,23.6,24.6,23,19.894,18.231,15.917,14.051,13.273
SYC,LUR,Seychelles,4.064,3.151,3.531,3.624,2.511,1.863,1.716,5.136,4.605,4.13,3.705,3.325,2.983,2.684,2.684,3,3
SLE,LUR,Sierra Leone,,,,,,,,,,,,,,,,,
SGP,LUR,Singapore,3.55,3.95,3.35,3.125,2.65,2.125,2.225,3.025,2.175,2.025,1.95,1.9,1.95,1.9,2.075,2.175,2.1
SVK,LUR,Slovak Republic,18.825,17.7,18.358,16.358,13.442,11.217,9.592,12.092,14.483,13.675,13.975,14.258,13.183,11.483,9.683,8.108,6.542
SVN,LUR,Slovenia,6.342,6.7,6.325,6.533,5.975,4.842,4.4,5.9,7.283,8.2,8.908,10.158,9.742,8.992,8.008,6.575,5.125
SLB,LUR,Solomon Islands,,,,,,,,,,,,,,,,,
SOM,LUR,Somalia,,,,,,,,,,,,,,,,,
ZAF,LUR,South Africa,27.8,27.65,25.15,24.65,23.55,23,22.525,23.7,24.875,24.8,24.875,24.725,25.1,25.35,26.725,27.45,27.125
SSD,LUR,South Sudan,,,,,,,,,,,,,,,,,
ESP,LUR,Spain,11.45,11.485,10.965,9.153,8.453,8.233,11.245,17.855,19.858,21.39,24.788,26.095,24.443,22.058,19.635,17.225,15.255
LKA,LUR,Sri Lanka,8.8,8.4,8.3,7.7,6.6,6.2,6,5.9,5,4.1,4,4.4,4.3,4.7,4.4,4.2,4.4
KNA,LUR,St. Kitts and Nevis,,,,,,,,,,,,,,,,,
LCA,LUR,St. Lucia,,,,,,,,,,,,,,,,,
VCT,LUR,St. Vincent and the Grenadines,,,,,,,,,,,,,,,,,
SDN,LUR,Sudan,15.9,15.8,16.183,17.01,17.493,16.77,16.04,14.894,13.733,12.033,14.8,15.2,19.8,21.6,20.6,19.6,19.5
SUR,LUR,Suriname,9.658,6.549,8.383,11.084,12.281,10.682,9.361,8.711,7.2,7.5,8.1,6.6,5.5,7,10,7,9
SWE,LUR,Sweden,5.95,6.567,7.375,7.642,7.042,6.117,6.167,8.3,8.575,7.767,7.967,8,7.933,7.4,6.95,6.683,6.325
CHE,LUR,Switzerland,2.546,3.691,3.879,3.763,3.332,2.766,2.577,3.701,3.516,2.843,2.905,3.158,3.044,3.178,3.323,3.088,2.547
SYR,LUR,Syria,11.672,10.781,12.288,8.089,8.182,8.406,10.924,8.139,8.613,,,,,,,,
TWN,LUR,Taiwan Province of China,5.17,4.99,4.44,4.13,3.91,3.91,4.14,5.85,5.21,4.39,4.24,4.18,3.96,3.78,3.92,3.76,3.71
TJK,LUR,Tajikistan,2.6,2.3,2.2,2.1,2.3,2.5,2.3,2.1,2.2,2.492,,,,,,,
TZA,LUR,Tanzania,,,,,,,,,,,,,,,,,
THA,LUR,Thailand,2.442,2.192,2.108,1.858,1.517,1.364,1.372,1.5,1.05,0.655,0.662,0.7,0.8,0.9,1,1.2,1.1
TLS,LUR,Timor-Leste,,,,,,,,,,,,,,,,,
TGO,LUR,Togo,,,,,,,,,,,,,,,,,
TON,LUR,Tonga,,,,,,,,,,,,,,,,,
TTO,LUR,Trinidad and Tobago,10.4,10.475,8.375,7.975,6.225,5.55,4.625,5.25,5.925,5.067,4.95,3.675,3.3,3.425,3.95,4.825,3.925
TUN,LUR,Tunisia,15.263,14.514,14.237,12.819,12.511,12.397,12.442,13.29,13.048,18.889,16.723,15.33,14.959,15.39,15.544,15.513,15.53
TUR,LUR,Turkey,9.764,9.925,9.688,9.488,9.034,9.183,10.02,13.053,11.127,9.096,8.432,9.041,9.915,10.279,10.907,10.904,10.955
TKM,LUR,Turkmenistan,,,,,,,,,,,,,,,,,
TUV,LUR,Tuvalu,,,,,,,,,,,,,,,,,
UGA,LUR,Uganda,,,,,,,,,,,,,,,,,
UKR,LUR,Ukraine,9.629,9.057,8.588,7.185,6.81,6.351,6.363,8.843,8.097,7.856,7.529,7.172,9.275,9.143,9.45,9.65,9
ARE,LUR,United Arab Emirates,,,,,,,,,,,,,,,,,
GBR,LUR,United Kingdom,5.2,5,4.75,4.825,5.425,5.35,5.725,7.625,7.9,8.1,7.975,7.575,6.2,5.375,4.875,4.425,4.075
USA,LUR,United States,5.783,5.992,5.542,5.083,4.608,4.617,5.8,9.283,9.608,8.933,8.075,7.358,6.158,5.275,4.875,4.35,3.892
URY,LUR,Uruguay,16.75,17.15,13.342,12.142,10.783,9.4,7.925,7.783,7.025,6.342,6.317,6.508,6.625,7.525,7.867,7.925,8.367
UZB,LUR,Uzbekistan,,,,,,,,,,,,,,,,,
VUT,LUR,Vanuatu,,,,,,,,,,,,,,,,,
VEN,LUR,Venezuela,15.996,18.188,15.067,12.242,9.958,8.492,7.354,7.879,8.508,8.204,7.823,7.47,6.7,7.4,20.863,27.886,35.543
VNM,LUR,Vietnam,6.01,5.78,5.6,5.31,4.82,4.64,2.38,2.9,2.88,2.22,1.96,2.18,2.1,2.33,2.3,2.24,2.19
WBG,LUR,West Bank and Gaza,31.2,25.5,26.8,23.5,23.7,21.7,26.6,24.5,23.7,20.9,23,23.4,26.9,25.9,26.9,25.45,26.25
YEM,LUR,Yemen,,,,,,,,,,,,,,,,,
ZMB,LUR,Zambia,,,,,,,,,,,,,,,,,
ZWE,LUR,Zimbabwe,,,,,,,,,,,,,,,,,
